ensembl,symbol,status
YML095C,RAD10,Non essential
YML096W,YML096W,Non essential
YML097C,VPS9,Non essential
YML099C,ARG81,Non essential
YML099W-A,YML099W-A,Non essential
YML100W,TSL1,Non essential
YML100W-A,YML100W-A,Non essential
YML101C,CUE4,Non essential
YML101C-A,YML101C-A,Non essential
YML102W,CAC2,Non essential
YML103C,NUP188,Non essential
YML104C,MDM1,Non essential
YML106W,URA5,Non essential
YML107C,PML39,Non essential
YML108W,YML108W,Non essential
YML109W,ZDS2,Non essential
YML110C,COQ5,Non essential
YML111W,BUL2,Non essential
YML112W,CTK3,Non essential
YML113W,DAT1,Non essential
YML115C,VAN1,Non essential
YML116W,ATR1,Non essential
YML116W-A,YML116W-A,Non essential
YML117W,NAB6,Non essential
YML118W,NGL3,Non essential
YML119W,YML119W,Non essential
YML120C,NDI1,Non essential
YML121W,GTR1,Non essential
YML122C,YML122C,Non essential
YML123C,PHO84,Non essential
YML124C,TUB3,Non essential
YML128C,MSC1,Non essential
YML129C,COX14,Non essential
YML131W,YML131W,Non essential
YML132W,COS3,Non essential
YML133C,YML133C,Non essential
YML133W-A,YML133W-A,Non essential
YML133W-B,YML133W-B,Non essential
YMR001C-A,YMR001C-A,Non essential
YMR002W,MIC17,Non essential
YMR003W,AIM34,Non essential
YMR004W,MVP1,Non essential
YMR006C,PLB2,Non essential
YMR007W,YMR007W,Non essential
YMR008C,PLB1,Non essential
YMR009W,ADI1,Non essential
YMR010W,YMR010W,Non essential
YMR011W,HXT2,Non essential
YMR012W,CLU1,Non essential
YMR013C-A,YMR013C-A,Non essential
YMR013W-A,YMR013W-A,Non essential
YMR014W,BUD22,Non essential
YMR015C,ERG5,Non essential
YMR016C,SOK2,Non essential
YMR017W,SPO20,Non essential
YMR018W,YMR018W,Non essential
YMR019W,STB4,Non essential
YMR020W,FMS1,Non essential
YMR021C,MAC1,Non essential
YMR022W,UBC7,Non essential
YMR023C,MSS1,Non essential
YMR024W,MRPL3,Non essential
YMR025W,CSI1,Non essential
YMR026C,PEX12,Non essential
YMR027W,YMR027W,Non essential
YMR029C,FAR8,Non essential
YMR030W,RSF1,Non essential
YMR030W-A,YMR030W-A,Non essential
YMR031C,EIS1,Non essential
YMR031W-A,YMR031W-A,Non essential
YMR032W,HOF1,Non essential
YMR034C,YMR034C,Non essential
YMR035W,IMP2,Non essential
YMR036C,MIH1,Non essential
YMR037C,MSN2,Non essential
YMR038C,CCS1,Non essential
YMR039C,SUB1,Non essential
YMR040W,YET2,Non essential
YMR041C,ARA2,Non essential
YMR042W,ARG80,Non essential
YMR044W,IOC4,Non essential
YMR045C,YMR045C,Non essential
YMR046C,YMR046C,Non essential
YMR046W-A,YMR046W-A,Non essential
YMR048W,CSM3,Non essential
YMR050C,YMR050C,Non essential
YMR051C,YMR051C,Non essential
YMR052C-A,YMR052C-A,Non essential
YMR052W,FAR3,Non essential
YMR053C,STB2,Non essential
YMR054W,STV1,Non essential
YMR055C,BUB2,Non essential
YMR056C,AAC1,Non essential
YMR057C,YMR057C,Non essential
YMR058W,FET3,Non essential
YMR060C,SAM37,Non essential
YMR062C,ARG7,Non essential
YMR063W,RIM9,Non essential
YMR064W,AEP1,Non essential
YMR065W,KAR5,Non essential
YMR066W,SOV1,Non essential
YMR067C,UBX4,Non essential
YMR068W,AVO2,Non essential
YMR069W,NAT4,Non essential
YMR070W,MOT3,Non essential
YMR071C,TVP18,Non essential
YMR072W,ABF2,Non essential
YMR073C,IRC21,Non essential
YMR074C,YMR074C,Non essential
YMR075C-A,YMR075C-A,Non essential
YMR075W,RCO1,Non essential
YMR077C,VPS20,Non essential
YMR078C,CTF18,Non essential
YMR080C,NAM7,Non essential
YMR081C,ISF1,Non essential
YMR082C,YMR082C,Non essential
YMR083W,ADH3,Non essential
YMR084W,YMR084W,Non essential
YMR085W,YMR085W,Non essential
YMR086C-A,YMR086C-A,Non essential
YMR086W,YMR086W,Non essential
YMR087W,YMR087W,Non essential
YMR088C,VBA1,Non essential
YMR089C,YTA12,Non essential
YMR090W,YMR090W,Non essential
YMR091C,NPL6,Non essential
YMR092C,AIP1,Non essential
YMR095C,SNO1,Non essential
YMR096W,SNZ1,Non essential
YMR097C,MTG1,Non essential
YMR098C,ATP25,Non essential
YMR099C,YMR099C,Non essential
YMR100W,MUB1,Non essential
YMR101C,SRT1,Non essential
YMR102C,YMR102C,Non essential
YMR103C,YMR103C,Non essential
YMR104C,YPK2,Non essential
YMR105C,PGM2,Non essential
YMR105W-A,YMR105W-A,Non essential
YMR106C,YKU80,Non essential
YMR107W,SPG4,Non essential
YMR109W,MYO5,Non essential
YMR110C,HFD1,Non essential
YMR111C,YMR111C,Non essential
YMR114C,YMR114C,Non essential
YMR115W,MGR3,Non essential
YMR116C,ASC1,Non essential
YMR118C,YMR118C,Non essential
YMR119W,ASI1,Non essential
YMR119W-A,YMR119W-A,Non essential
YMR120C,ADE17,Non essential
YMR121C,RPL15B,Non essential
YMR122C,YMR122C,Non essential
YMR122W-A,YMR122W-A,Non essential
YMR123W,PKR1,Non essential
YMR124W,YMR124W,Non essential
YMR125W,STO1,Non essential
YMR126C,DLT1,Non essential
YMR127C,SAS2,Non essential
YMR129W,POM152,Non essential
YMR130W,YMR130W,Non essential
YMR132C,JLP2,Non essential
YMR133W,REC114,Non essential
YMR135C,GID8,Non essential
YMR135W-A,YMR135W-A,Non essential
YMR136W,GAT2,Non essential
YMR137C,PSO2,Non essential
YMR138W,CIN4,Non essential
YMR139W,RIM11,Non essential
YMR140W,SIP5,Non essential
YMR141C,YMR141C,Non essential
YMR141W-A,YMR141W-A,Non essential
YMR142C,RPL13B,Non essential
YMR143W,RPS16A,Non essential
YMR144W,YMR144W,Non essential
YMR145C,NDE1,Non essential
YMR147W,YMR147W,Non essential
YMR148W,OSW5,Non essential
YMR150C,IMP1,Non essential
YMR151W,YIM2,Non essential
YMR152W,YIM1,Non essential
YMR153C-A,YMR153C-A,Non essential
YMR153W,NUP53,Non essential
YMR154C,RIM13,Non essential
YMR155W,YMR155W,Non essential
YMR156C,TPP1,Non essential
YMR157C,AIM36,Non essential
YMR158C-A,YMR158C-A,Non essential
YMR158W,MRPS8,Non essential
YMR158W-B,YMR158W-B,Non essential
YMR159C,ATG16,Non essential
YMR160W,YMR160W,Non essential
YMR161W,HLJ1,Non essential
YMR162C,DNF3,Non essential
YMR163C,INP2,Non essential
YMR164C,MSS11,Non essential
YMR166C,YMR166C,Non essential
YMR167W,MLH1,Non essential
YMR169C,ALD3,Non essential
YMR170C,ALD2,Non essential
YMR171C,EAR1,Non essential
YMR172C-A,YMR172C-A,Non essential
YMR172W,HOT1,Non essential
YMR173W,DDR48,Non essential
YMR173W-A,YMR173W-A,Non essential
YMR174C,PAI3,Non essential
YMR175W,SIP18,Non essential
YMR175W-A,YMR175W-A,Non essential
YMR176W,ECM5,Non essential
YMR177W,MMT1,Non essential
YMR178W,YMR178W,Non essential
YMR179W,SPT21,Non essential
YMR180C,CTL1,Non essential
YMR181C,YMR181C,Non essential
YMR182C,RGM1,Non essential
YMR182W-A,YMR182W-A,Non essential
YMR183C,SSO2,Non essential
YMR184W,ADD37,Non essential
YMR186W,HSC82,Non essential
YMR187C,YMR187C,Non essential
YMR188C,MRPS17,Non essential
YMR189W,GCV2,Non essential
YMR190C,SGS1,Non essential
YMR191W,SPG5,Non essential
YMR192W,GYL1,Non essential
YMR193C-A,YMR193C-A,Non essential
YMR193W,MRPL24,Non essential
YMR194C-A,YMR194C-A,Non essential
YMR194C-B,CMC4,Non essential
YMR194W,RPL36A,Non essential
YMR195W,ICY1,Non essential
YMR196W,YMR196W,Non essential
YMR198W,CIK1,Non essential
YMR199W,CLN1,Non essential
YMR201C,RAD14,Non essential
YMR202W,ERG2,Non essential
YMR204C,INP1,Non essential
YMR205C,PFK2,Non essential
YMR206W,YMR206W,Non essential
YMR207C,HFA1,Non essential
YMR209C,YMR209C,Non essential
YMR210W,YMR210W,Non essential
YMR211W,DML1,Non essential
YMR212C,EFR3,Non essential
YMR214W,SCJ1,Non essential
YMR215W,GAS3,Non essential
YMR216C,SKY1,Non essential
YMR219W,ESC1,Non essential
YMR221C,YMR221C,Non essential
YMR222C,FSH2,Non essential
YMR223W,UBP8,Non essential
YMR224C,MRE11,Non essential
YMR225C,MRPL44,Non essential
YMR226C,YMR226C,Non essential
YMR228W,MTF1,Non essential
YMR230W,RPS10B,Non essential
YMR230W-A,YMR230W-A,Non essential
YMR231W,PEP5,Non essential
YMR232W,FUS2,Non essential
YMR233W,TRI1,Non essential
YMR234W,RNH1,Non essential
YMR237W,BCH1,Non essential
YMR238W,DFG5,Non essential
YMR241W,YHM2,Non essential
YMR242C,RPL20A,Non essential
YMR242W-A,YMR242W-A,Non essential
YMR243C,ZRC1,Non essential
YMR244C-A,YMR244C-A,Non essential
YMR244W,YMR244W,Non essential
YMR245W,YMR245W,Non essential
YMR246W,FAA4,Non essential
YMR247C,RKR1,Non essential
YMR247W-A,YMR247W-A,Non essential
YMR250W,GAD1,Non essential
YMR251W,GTO3,Non essential
YMR251W-A,HOR7,Non essential
YMR252C,YMR252C,Non essential
YMR253C,YMR253C,Non essential
YMR254C,YMR254C,Non essential
YMR255W,GFD1,Non essential
YMR256C,COX7,Non essential
YMR257C,PET111,Non essential
YMR258C,ROY1,Non essential
YMR259C,YMR259C,Non essential
YMR261C,TPS3,Non essential
YMR262W,YMR262W,Non essential
YMR263W,SAP30,Non essential
YMR264W,CUE1,Non essential
YMR265C,YMR265C,Non essential
YMR266W,RSN1,Non essential
YMR267W,PPA2,Non essential
YMR269W,TMA23,Non essential
YMR271C,URA10,Non essential
YMR272C,SCS7,Non essential
YMR272W-A,YMR272W-A,Non essential
YMR272W-B,YMR272W-B,Non essential
YMR273C,ZDS1,Non essential
YMR274C,RCE1,Non essential
YMR275C,BUL1,Non essential
YMR276W,DSK2,Non essential
YMR278W,PGM3,Non essential
YMR279C,YMR279C,Non essential
YMR280C,CAT8,Non essential
YMR282C,AEP2,Non essential
YMR283C,RIT1,Non essential
YMR284W,YKU70,Non essential
YMR285C,NGL2,Non essential
YMR286W,MRPL33,Non essential
YMR287C,DSS1,Non essential
YMR289W,ABZ2,Non essential
YMR291W,TDA1,Non essential
YMR292W,GOT1,Non essential
YMR293C,HER2,Non essential
YMR294W,JNM1,Non essential
YMR294W-A,YMR294W-A,Non essential
YMR295C,YMR295C,Non essential
YMR297W,PRC1,Non essential
YMR299C,DYN3,Non essential
YMR300C,ADE4,Non essential
YMR302C,YME2,Non essential
YMR303C,ADH2,Non essential
YMR304C-A,YMR304C-A,Non essential
YMR304W,UBP15,Non essential
YMR305C,SCW10,Non essential
YMR306C-A,YMR306C-A,Non essential
YMR306W,FKS3,Non essential
YMR307C-A,YMR307C-A,Non essential
YMR307W,GAS1,Non essential
YMR310C,YMR310C,Non essential
YMR311C,GLC8,Non essential
YMR312W,ELP6,Non essential
YMR313C,TGL3,Non essential
YMR315W,YMR315W,Non essential
YMR315W-A,YMR315W-A,Non essential
YMR316C-A,YMR316C-A,Non essential
YMR316C-B,YMR316C-B,Non essential
YMR316W,DIA1,Non essential
YMR317W,YMR317W,Non essential
YMR318C,ADH6,Non essential
YMR319C,FET4,Non essential
YMR320W,YMR320W,Non essential
YMR321C,YMR321C,Non essential
YMR322C,SNO4,Non essential
YMR323W,ERR3,Non essential
YMR324C,YMR324C,Non essential
YMR325W,PAU19,Non essential
YMR326C,YMR326C,Non essential
YNL001W,DOM34,Non essential
YNL003C,PET8,Non essential
YNL004W,HRB1,Non essential
YNL005C,MRP7,Non essential
YNL008C,ASI3,Non essential
YNL009W,IDP3,Non essential
YNL010W,YNL010W,Non essential
YNL011C,YNL011C,Non essential
YNL012W,SPO1,Non essential
YNL013C,YNL013C,Non essential
YNL014W,HEF3,Non essential
YNL015W,PBI2,Non essential
YNL016W,PUB1,Non essential
YNL017C,YNL017C,Non essential
YNL018C,YNL018C,Non essential
YNL019C,YNL019C,Non essential
YNL020C,ARK1,Non essential
YNL021W,HDA1,Non essential
YNL022C,YNL022C,Non essential
YNL023C,FAP1,Non essential
YNL024C,YNL024C,Non essential
YNL024C-A,KSH1,Non essential
YNL025C,SSN8,Non essential
YNL027W,CRZ1,Non essential
YNL028W,YNL028W,Non essential
YNL029C,KTR5,Non essential
YNL030W,HHF2,Non essential
YNL031C,HHT2,Non essential
YNL032W,SIW14,Non essential
YNL033W,YNL033W,Non essential
YNL034W,YNL034W,Non essential
YNL035C,YNL035C,Non essential
YNL037C,IDH1,Non essential
YNL040W,YNL040W,Non essential
YNL041C,COG6,Non essential
YNL042W,BOP3,Non essential
YNL042W-B,YNL042W-B,Non essential
YNL043C,YNL043C,Non essential
YNL044W,YIP3,Non essential
YNL045W,LAP2,Non essential
YNL046W,YNL046W,Non essential
YNL047C,SLM2,Non essential
YNL048W,ALG11,Non essential
YNL049C,SFB2,Non essential
YNL051W,COG5,Non essential
YNL052W,COX5A,Non essential
YNL053W,MSG5,Non essential
YNL054W,VAC7,Non essential
YNL054W-A,YNL054W-A,Non essential
YNL055C,POR1,Non essential
YNL056W,OCA2,Non essential
YNL057W,YNL057W,Non essential
YNL058C,YNL058C,Non essential
YNL059C,ARP5,Non essential
YNL063W,MTQ1,Non essential
YNL064C,YDJ1,Non essential
YNL065W,AQR1,Non essential
YNL066W,SUN4,Non essential
YNL067W,RPL9B,Non essential
YNL067W-A,YNL067W-A,Non essential
YNL067W-B,YNL067W-B,Non essential
YNL068C,FKH2,Non essential
YNL069C,RPL16B,Non essential
YNL070W,TOM7,Non essential
YNL071W,LAT1,Non essential
YNL072W,RNH201,Non essential
YNL073W,MSK1,Non essential
YNL074C,MLF3,Non essential
YNL076W,MKS1,Non essential
YNL077W,APJ1,Non essential
YNL078W,NIS1,Non essential
YNL079C,TPM1,Non essential
YNL080C,EOS1,Non essential
YNL081C,SWS2,Non essential
YNL082W,PMS1,Non essential
YNL083W,SAL1,Non essential
YNL084C,END3,Non essential
YNL085W,MKT1,Non essential
YNL086W,SNN1,Non essential
YNL087W,TCB2,Non essential
YNL089C,YNL089C,Non essential
YNL090W,RHO2,Non essential
YNL091W,NST1,Non essential
YNL092W,YNL092W,Non essential
YNL093W,YPT53,Non essential
YNL094W,APP1,Non essential
YNL095C,YNL095C,Non essential
YNL096C,RPS7B,Non essential
YNL097C,PHO23,Non essential
YNL097C-B,YNL097C-B,Non essential
YNL097W-A,YNL097W-A,Non essential
YNL098C,RAS2,Non essential
YNL099C,OCA1,Non essential
YNL100W,AIM37,Non essential
YNL101W,AVT4,Non essential
YNL103W,MET4,Non essential
YNL103W-A,YNL103W-A,Non essential
YNL104C,LEU4,Non essential
YNL105W,RRT16,Non essential
YNL106C,INP52,Non essential
YNL107W,YAF9,Non essential
YNL108C,YNL108C,Non essential
YNL109W,YNL109W,Non essential
YNL111C,CYB5,Non essential
YNL115C,YNL115C,Non essential
YNL116W,DMA2,Non essential
YNL117W,MLS1,Non essential
YNL119W,NCS2,Non essential
YNL120C,YNL120C,Non essential
YNL121C,TOM70,Non essential
YNL122C,YNL122C,Non essential
YNL123W,NMA111,Non essential
YNL125C,ESBP6,Non essential
YNL127W,FAR11,Non essential
YNL128W,TEP1,Non essential
YNL129W,NRK1,Non essential
YNL130C,CPT1,Non essential
YNL130C-A,DGR1,Non essential
YNL133C,FYV6,Non essential
YNL134C,YNL134C,Non essential
YNL135C,FPR1,Non essential
YNL136W,EAF7,Non essential
YNL138W,SRV2,Non essential
YNL138W-A,YSF3,Non essential
YNL139C,THO2,Non essential
YNL140C,YNL140C,Non essential
YNL141W,AAH1,Non essential
YNL142W,MEP2,Non essential
YNL143C,YNL143C,Non essential
YNL144C,YNL144C,Non essential
YNL144W-A,YNL144W-A,Non essential
YNL145W,MFA2,Non essential
YNL146C-A,YNL146C-A,Non essential
YNL146W,YNL146W,Non essential
YNL147W,LSM7,Non essential
YNL148C,ALF1,Non essential
YNL153C,GIM3,Non essential
YNL154C,YCK2,Non essential
YNL155W,YNL155W,Non essential
YNL157W,IGO1,Non essential
YNL159C,ASI2,Non essential
YNL160W,YGP1,Non essential
YNL162W-A,YNL162W-A,Non essential
YNL164C,IBD2,Non essential
YNL165W,YNL165W,Non essential
YNL166C,BNI5,Non essential
YNL167C,SKO1,Non essential
YNL168C,FMP41,Non essential
YNL169C,PSD1,Non essential
YNL170W,YNL170W,Non essential
YNL173C,MDG1,Non essential
YNL174W,YNL174W,Non essential
YNL175C,NOP13,Non essential
YNL176C,TDA7,Non essential
YNL177C,MRPL22,Non essential
YNL179C,YNL179C,Non essential
YNL183C,NPR1,Non essential
YNL184C,YNL184C,Non essential
YNL185C,MRPL19,Non essential
YNL186W,UBP10,Non essential
YNL187W,SWT21,Non essential
YNL190W,YNL190W,Non essential
YNL191W,DUG3,Non essential
YNL192W,CHS1,Non essential
YNL193W,YNL193W,Non essential
YNL194C,YNL194C,Non essential
YNL195C,YNL195C,Non essential
YNL196C,SLZ1,Non essential
YNL197C,WHI3,Non essential
YNL198C,YNL198C,Non essential
YNL199C,GCR2,Non essential
YNL200C,YNL200C,Non essential
YNL201C,PSY2,Non essential
YNL202W,SPS19,Non essential
YNL203C,YNL203C,Non essential
YNL204C,SPS18,Non essential
YNL205C,YNL205C,Non essential
YNL206C,RTT106,Non essential
YNL208W,YNL208W,Non essential
YNL209W,SSB2,Non essential
YNL210W,MER1,Non essential
YNL211C,YNL211C,Non essential
YNL212W,VID27,Non essential
YNL214W,PEX17,Non essential
YNL215W,IES2,Non essential
YNL217W,YNL217W,Non essential
YNL219C,ALG9,Non essential
YNL220W,ADE12,Non essential
YNL223W,ATG4,Non essential
YNL224C,SQS1,Non essential
YNL225C,CNM67,Non essential
YNL226W,YNL226W,Non essential
YNL227C,JJJ1,Non essential
YNL228W,YNL228W,Non essential
YNL229C,URE2,Non essential
YNL230C,ELA1,Non essential
YNL231C,PDR16,Non essential
YNL233W,BNI4,Non essential
YNL234W,YNL234W,Non essential
YNL235C,YNL235C,Non essential
YNL236W,SIN4,Non essential
YNL237W,YTP1,Non essential
YNL238W,KEX2,Non essential
YNL239W,LAP3,Non essential
YNL242W,ATG2,Non essential
YNL246W,VPS75,Non essential
YNL248C,RPA49,Non essential
YNL249C,MPA43,Non essential
YNL250W,RAD50,Non essential
YNL251C,NRD1,Non essential
YNL252C,MRPL17,Non essential
YNL253W,TEX1,Non essential
YNL254C,RTC4,Non essential
YNL255C,GIS2,Non essential
YNL257C,SIP3,Non essential
YNL259C,ATX1,Non essential
YNL261W,ORC5,Non essential
YNL262W,POL2,Non essential
YNL264C,PDR17,Non essential
YNL265C,IST1,Non essential
YNL266W,YNL266W,Non essential
YNL268W,LYP1,Non essential
YNL269W,BSC4,Non essential
YNL270C,ALP1,Non essential
YNL271C,BNI1,Non essential
YNL273W,TOF1,Non essential
YNL274C,GOR1,Non essential
YNL275W,BOR1,Non essential
YNL277W-A,YNL277W-A,Non essential
YNL278W,CAF120,Non essential
YNL279W,PRM1,Non essential
YNL280C,ERG24,Non essential
YNL281W,HCH1,Non essential
YNL283C,WSC2,Non essential
YNL284C,MRPL10,Non essential
YNL284C-A,YNL284C-A,Non essential
YNL284C-B,YNL284C-B,Non essential
YNL285W,YNL285W,Non essential
YNL286W,CUS2,Non essential
YNL288W,CAF40,Non essential
YNL289W,PCL1,Non essential
YNL291C,MID1,Non essential
YNL292W,PUS4,Non essential
YNL293W,MSB3,Non essential
YNL294C,RIM21,Non essential
YNL295W,YNL295W,Non essential
YNL296W,YNL296W,Non essential
YNL297C,MON2,Non essential
YNL299W,TRF5,Non essential
YNL300W,TOS6,Non essential
YNL301C,RPL18B,Non essential
YNL302C,RPS19B,Non essential
YNL303W,YNL303W,Non essential
YNL304W,YPT11,Non essential
YNL305C,BXI1,Non essential
YNL307C,MCK1,Non essential
YNL309W,STB1,Non essential
YNL311C,SKP2,Non essential
YNL314W,DAL82,Non essential
YNL315C,ATP11,Non essential
YNL316C,PHA2,Non essential
YNL318C,HXT14,Non essential
YNL319W,YNL319W,Non essential
YNL320W,YNL320W,Non essential
YNL321W,VNX1,Non essential
YNL322C,KRE1,Non essential
YNL323W,LEM3,Non essential
YNL324W,YNL324W,Non essential
YNL325C,FIG4,Non essential
YNL326C,PFA3,Non essential
YNL327W,EGT2,Non essential
YNL328C,MDJ2,Non essential
YNL329C,PEX6,Non essential
YNL330C,RPD3,Non essential
YNL331C,AAD14,Non essential
YNL332W,THI12,Non essential
YNL333W,SNZ2,Non essential
YNL334C,SNO2,Non essential
YNL335W,DDI3,Non essential
YNL336W,COS1,Non essential
YNL337W,YNL337W,Non essential
YNL338W,YNL338W,Non essential
YNL339C,YRF1-6,Non essential
YNL339W-A,YNL339W-A,Non essential
YNL339W-B,YNL339W-B,Non essential
YNR001C,CIT1,Non essential
YNR001W-A,YNR001W-A,Non essential
YNR002C,ATO2,Non essential
YNR003W-A,YNR003W-A,Non essential
YNR004W,SWM2,Non essential
YNR005C,YNR005C,Non essential
YNR006W,VPS27,Non essential
YNR007C,ATG3,Non essential
YNR008W,LRO1,Non essential
YNR009W,NRM1,Non essential
YNR010W,CSE2,Non essential
YNR011C,PRP2,Non essential
YNR012W,URK1,Non essential
YNR013C,PHO91,Non essential
YNR014W,YNR014W,Non essential
YNR015W,SMM1,Non essential
YNR018W,AIM38,Non essential
YNR019W,ARE2,Non essential
YNR020C,ATP23,Non essential
YNR021W,YNR021W,Non essential
YNR022C,MRPL50,Non essential
YNR024W,MPP6,Non essential
YNR025C,YNR025C,Non essential
YNR027W,BUD17,Non essential
YNR028W,CPR8,Non essential
YNR029C,YNR029C,Non essential
YNR030W,ALG12,Non essential
YNR031C,SSK2,Non essential
YNR032C-A,HUB1,Non essential
YNR032W,PPG1,Non essential
YNR033W,ABZ1,Non essential
YNR034W,SOL1,Non essential
YNR034W-A,YNR034W-A,Non essential
YNR036C,MRPS12,Non essential
YNR037C,RSM19,Non essential
YNR039C,ZRG17,Non essential
YNR040W,YNR040W,Non essential
YNR041C,COQ2,Non essential
YNR042W,YNR042W,Non essential
YNR044W,AGA1,Non essential
YNR045W,PET494,Non essential
YNR047W,FPK1,Non essential
YNR048W,YNR048W,Non essential
YNR049C,MSO1,Non essential
YNR050C,LYS9,Non essential
YNR051C,BRE5,Non essential
YNR052C,POP2,Non essential
YNR055C,HOL1,Non essential
YNR056C,BIO5,Non essential
YNR057C,BIO4,Non essential
YNR058W,BIO3,Non essential
YNR059W,MNT4,Non essential
YNR060W,FRE4,Non essential
YNR061C,YNR061C,Non essential
YNR062C,YNR062C,Non essential
YNR063W,YNR063W,Non essential
YNR064C,YNR064C,Non essential
YNR065C,YNR065C,Non essential
YNR066C,YNR066C,Non essential
YNR067C,DSE4,Non essential
YNR068C,YNR068C,Non essential
YNR069C,BSC5,Non essential
YNR070W,PDR18,Non essential
YNR071C,YNR071C,Non essential
YNR072W,HXT17,Non essential
YNR073C,YNR073C,Non essential
YNR074C,AIF1,Non essential
YNR075C-A,YNR075C-A,Non essential
YNR075W,COS10,Non essential
YNR076W,PAU6,Non essential
YNR077C,YNR077C,Non essential
YOL001W,PHO80,Non essential
YOL002C,IZH2,Non essential
YOL003C,PFA4,Non essential
YOL004W,SIN3,Non essential
YOL006C,TOP1,Non essential
YOL007C,CSI2,Non essential
YOL008W,COQ10,Non essential
YOL009C,MDM12,Non essential
YOL011W,PLB3,Non essential
YOL012C,HTZ1,Non essential
YOL013C,HRD1,Non essential
YOL013W-A,YOL013W-A,Non essential
YOL013W-B,YOL013W-B,Non essential
YOL014W,YOL014W,Non essential
YOL015W,IRC10,Non essential
YOL016C,CMK2,Non essential
YOL017W,ESC8,Non essential
YOL018C,TLG2,Non essential
YOL019W,YOL019W,Non essential
YOL019W-A,YOL019W-A,Non essential
YOL020W,TAT2,Non essential
YOL023W,IFM1,Non essential
YOL024W,YOL024W,Non essential
YOL025W,LAG2,Non essential
YOL027C,MDM38,Non essential
YOL028C,YAP7,Non essential
YOL029C,YOL029C,Non essential
YOL030W,GAS5,Non essential
YOL031C,SIL1,Non essential
YOL032W,OPI10,Non essential
YOL033W,MSE1,Non essential
YOL035C,YOL035C,Non essential
YOL036W,YOL036W,Non essential
YOL037C,YOL037C,Non essential
YOL038C-A,YOL038C-A,Non essential
YOL039W,RPP2A,Non essential
YOL041C,NOP12,Non essential
YOL042W,NGL1,Non essential
YOL043C,NTG2,Non essential
YOL044W,PEX15,Non essential
YOL045W,PSK2,Non essential
YOL046C,YOL046C,Non essential
YOL047C,YOL047C,Non essential
YOL048C,RRT8,Non essential
YOL049W,GSH2,Non essential
YOL050C,YOL050C,Non essential
YOL051W,GAL11,Non essential
YOL052C,SPE2,Non essential
YOL052C-A,DDR2,Non essential
YOL053W,AIM39,Non essential
YOL054W,PSH1,Non essential
YOL055C,THI20,Non essential
YOL056W,GPM3,Non essential
YOL057W,YOL057W,Non essential
YOL058W,ARG1,Non essential
YOL059W,GPD2,Non essential
YOL060C,MAM3,Non essential
YOL061W,PRS5,Non essential
YOL062C,APM4,Non essential
YOL063C,CRT10,Non essential
YOL064C,MET22,Non essential
YOL065C,INP54,Non essential
YOL067C,RTG1,Non essential
YOL068C,HST1,Non essential
YOL070C,NBA1,Non essential
YOL071W,EMI5,Non essential
YOL072W,THP1,Non essential
YOL073C,YOL073C,Non essential
YOL075C,YOL075C,Non essential
YOL076W,MDM20,Non essential
YOL077W-A,ATP19,Non essential
YOL079W,YOL079W,Non essential
YOL080C,REX4,Non essential
YOL081W,IRA2,Non essential
YOL082W,ATG19,Non essential
YOL083C-A,YOL083C-A,Non essential
YOL083W,ATG34,Non essential
YOL084W,PHM7,Non essential
YOL085C,YOL085C,Non essential
YOL085W-A,YOL085W-A,Non essential
YOL086C,ADH1,Non essential
YOL086W-A,YOL086W-A,Non essential
YOL087C,YOL087C,Non essential
YOL088C,MPD2,Non essential
YOL089C,HAL9,Non essential
YOL090W,MSH2,Non essential
YOL091W,SPO21,Non essential
YOL092W,YOL092W,Non essential
YOL093W,TRM10,Non essential
YOL095C,HMI1,Non essential
YOL096C,COQ3,Non essential
YOL097W-A,YOL097W-A,Non essential
YOL098C,YOL098C,Non essential
YOL099C,YOL099C,Non essential
YOL100W,PKH2,Non essential
YOL101C,IZH4,Non essential
YOL103W,ITR2,Non essential
YOL103W-A,YOL103W-A,Non essential
YOL103W-B,YOL103W-B,Non essential
YOL104C,NDJ1,Non essential
YOL105C,WSC3,Non essential
YOL106W,YOL106W,Non essential
YOL107W,YOL107W,Non essential
YOL108C,INO4,Non essential
YOL109W,ZEO1,Non essential
YOL110W,SHR5,Non essential
YOL111C,MDY2,Non essential
YOL112W,MSB4,Non essential
YOL113W,SKM1,Non essential
YOL114C,YOL114C,Non essential
YOL115W,PAP2,Non essential
YOL116W,MSN1,Non essential
YOL117W,RRI2,Non essential
YOL118C,YOL118C,Non essential
YOL119C,MCH4,Non essential
YOL121C,RPS19A,Non essential
YOL122C,SMF1,Non essential
YOL124C,TRM11,Non essential
YOL125W,TRM13,Non essential
YOL126C,MDH2,Non essential
YOL128C,YGK3,Non essential
YOL129W,VPS68,Non essential
YOL131W,YOL131W,Non essential
YOL132W,GAS4,Non essential
YOL136C,PFK27,Non essential
YOL137W,BSC6,Non essential
YOL138C,RTC1,Non essential
YOL140W,ARG8,Non essential
YOL141W,PPM2,Non essential
YOL143C,RIB4,Non essential
YOL145C,CTR9,Non essential
YOL147C,PEX11,Non essential
YOL148C,SPT20,Non essential
YOL150C,YOL150C,Non essential
YOL151W,GRE2,Non essential
YOL152W,FRE7,Non essential
YOL154W,ZPS1,Non essential
YOL155C,HPF1,Non essential
YOL155W-A,YOL155W-A,Non essential
YOL156W,HXT11,Non essential
