ensembl,symbol,status
YDL051W,LHP1,Non essential
YDL052C,SLC1,Non essential
YDL053C,PBP4,Non essential
YDL054C,MCH1,Non essential
YDL056W,MBP1,Non essential
YDL057W,YDL057W,Non essential
YDL058W,USO1,Non essential
YDL059C,RAD59,Non essential
YDL061C,RPS29B,Non essential
YDL062W,YDL062W,Non essential
YDL063C,YDL063C,Non essential
YDL065C,PEX19,Non essential
YDL066W,IDP1,Non essential
YDL067C,COX9,Non essential
YDL068W,YDL068W,Non essential
YDL069C,CBS1,Non essential
YDL070W,BDF2,Non essential
YDL071C,YDL071C,Non essential
YDL072C,YET3,Non essential
YDL073W,YDL073W,Non essential
YDL074C,BRE1,Non essential
YDL075W,RPL31A,Non essential
YDL076C,RXT3,Non essential
YDL077C,VAM6,Non essential
YDL078C,MDH3,Non essential
YDL079C,MRK1,Non essential
YDL080C,THI3,Non essential
YDL081C,RPP1A,Non essential
YDL082W,RPL13A,Non essential
YDL083C,RPS16B,Non essential
YDL085C-A,YDL085C-A,Non essential
YDL085W,NDE2,Non essential
YDL086C-A,YDL086C-A,Non essential
YDL086W,YDL086W,Non essential
YDL088C,ASM4,Non essential
YDL089W,NUR1,Non essential
YDL090C,RAM1,Non essential
YDL091C,UBX3,Non essential
YDL093W,PMT5,Non essential
YDL094C,YDL094C,Non essential
YDL095W,PMT1,Non essential
YDL096C,OPI6,Non essential
YDL099W,BUG1,Non essential
YDL100C,GET3,Non essential
YDL101C,DUN1,Non essential
YDL104C,QRI7,Non essential
YDL106C,PHO2,Non essential
YDL107W,MSS2,Non essential
YDL109C,YDL109C,Non essential
YDL110C,TMA17,Non essential
YDL112W,TRM3,Non essential
YDL113C,ATG20,Non essential
YDL114W,YDL114W,Non essential
YDL114W-A,YDL114W-A,Non essential
YDL115C,IWR1,Non essential
YDL116W,NUP84,Non essential
YDL117W,CYK3,Non essential
YDL118W,YDL118W,Non essential
YDL119C,YDL119C,Non essential
YDL121C,YDL121C,Non essential
YDL122W,UBP1,Non essential
YDL123W,SNA4,Non essential
YDL124W,YDL124W,Non essential
YDL125C,HNT1,Non essential
YDL127W,PCL2,Non essential
YDL128W,VCX1,Non essential
YDL129W,YDL129W,Non essential
YDL130W,RPP1B,Non essential
YDL130W-A,STF1,Non essential
YDL131W,LYS21,Non essential
YDL133C-A,RPL41B,Non essential
YDL133W,SRF1,Non essential
YDL134C,PPH21,Non essential
YDL135C,RDI1,Non essential
YDL136W,RPL35B,Non essential
YDL137W,ARF2,Non essential
YDL138W,RGT2,Non essential
YDL142C,CRD1,Non essential
YDL144C,YDL144C,Non essential
YDL146W,LDB17,Non essential
YDL149W,ATG9,Non essential
YDL151C,BUD30,Non essential
YDL154W,MSH5,Non essential
YDL155W,CLB3,Non essential
YDL156W,YDL156W,Non essential
YDL157C,YDL157C,Non essential
YDL159C-B,YDL159C-B,Non essential
YDL159W,STE7,Non essential
YDL159W-A,YDL159W-A,Non essential
YDL160C,DHH1,Non essential
YDL160C-A,YDL160C-A,Non essential
YDL161W,ENT1,Non essential
YDL162C,YDL162C,Non essential
YDL167C,NRP1,Non essential
YDL168W,SFA1,Non essential
YDL169C,UGX2,Non essential
YDL170W,UGA3,Non essential
YDL171C,GLT1,Non essential
YDL172C,YDL172C,Non essential
YDL173W,PAR32,Non essential
YDL174C,DLD1,Non essential
YDL175C,AIR2,Non essential
YDL176W,YDL176W,Non essential
YDL177C,YDL177C,Non essential
YDL178W,DLD2,Non essential
YDL179W,PCL9,Non essential
YDL180W,YDL180W,Non essential
YDL181W,INH1,Non essential
YDL182W,LYS20,Non essential
YDL183C,YDL183C,Non essential
YDL184C,RPL41A,Non essential
YDL185C-A,YDL185C-A,Non essential
YDL185W,VMA1,Non essential
YDL186W,YDL186W,Non essential
YDL187C,YDL187C,Non essential
YDL188C,PPH22,Non essential
YDL189W,RBS1,Non essential
YDL190C,UFD2,Non essential
YDL191W,RPL35A,Non essential
YDL192W,ARF1,Non essential
YDL194W,SNF3,Non essential
YDL197C,ASF2,Non essential
YDL198C,GGC1,Non essential
YDL199C,YDL199C,Non essential
YDL200C,MGT1,Non essential
YDL201W,TRM8,Non essential
YDL202W,MRPL11,Non essential
YDL203C,ACK1,Non essential
YDL204W,RTN2,Non essential
YDL206W,YDL206W,Non essential
YDL210W,UGA4,Non essential
YDL211C,YDL211C,Non essential
YDL213C,NOP6,Non essential
YDL214C,PRR2,Non essential
YDL215C,GDH2,Non essential
YDL216C,RRI1,Non essential
YDL218W,YDL218W,Non essential
YDL219W,DTD1,Non essential
YDL222C,FMP45,Non essential
YDL223C,HBT1,Non essential
YDL224C,WHI4,Non essential
YDL225W,SHS1,Non essential
YDL226C,GCS1,Non essential
YDL227C,HO,Non essential
YDL228C,YDL228C,Non essential
YDL229W,SSB1,Non essential
YDL230W,PTP1,Non essential
YDL231C,BRE4,Non essential
YDL232W,OST4,Non essential
YDL233W,YDL233W,Non essential
YDL234C,GYP7,Non essential
YDL236W,PHO13,Non essential
YDL237W,AIM6,Non essential
YDL238C,GUD1,Non essential
YDL239C,ADY3,Non essential
YDL240C-A,YDL240C-A,Non essential
YDL240W,LRG1,Non essential
YDL241W,YDL241W,Non essential
YDL242W,YDL242W,Non essential
YDL243C,AAD4,Non essential
YDL244W,THI13,Non essential
YDL245C,HXT15,Non essential
YDL246C,SOR2,Non essential
YDL247W,MPH2,Non essential
YDL247W-A,YDL247W-A,Non essential
YDL248W,COS7,Non essential
YDR001C,NTH1,Non essential
YDR003W,RCR2,Non essential
YDR003W-A,YDR003W-A,Non essential
YDR004W,RAD57,Non essential
YDR005C,MAF1,Non essential
YDR006C,SOK1,Non essential
YDR007W,TRP1,Non essential
YDR008C,YDR008C,Non essential
YDR009W,GAL3,Non essential
YDR010C,YDR010C,Non essential
YDR011W,SNQ2,Non essential
YDR012W,RPL4B,Non essential
YDR014W,RAD61,Non essential
YDR014W-A,HED1,Non essential
YDR015C,YDR015C,Non essential
YDR017C,KCS1,Non essential
YDR018C,YDR018C,Non essential
YDR019C,GCV1,Non essential
YDR020C,DAS2,Non essential
YDR022C,CIS1,Non essential
YDR024W,FYV1,Non essential
YDR025W,RPS11A,Non essential
YDR026C,YDR026C,Non essential
YDR027C,VPS54,Non essential
YDR028C,REG1,Non essential
YDR029W,YDR029W,Non essential
YDR030C,RAD28,Non essential
YDR031W,MIC14,Non essential
YDR032C,PST2,Non essential
YDR033W,MRH1,Non essential
YDR034C,LYS14,Non essential
YDR034C-A,YDR034C-A,Non essential
YDR034C-C,YDR034C-C,Non essential
YDR034C-D,YDR034C-D,Non essential
YDR034W-B,YDR034W-B,Non essential
YDR035W,ARO3,Non essential
YDR036C,EHD3,Non essential
YDR038C,ENA5,Non essential
YDR039C,ENA2,Non essential
YDR040C,ENA1,Non essential
YDR042C,YDR042C,Non essential
YDR043C,NRG1,Non essential
YDR046C,BAP3,Non essential
YDR048C,YDR048C,Non essential
YDR049W,VMS1,Non essential
YDR051C,DET1,Non essential
YDR055W,PST1,Non essential
YDR056C,YDR056C,Non essential
YDR057W,YOS9,Non essential
YDR058C,TGL2,Non essential
YDR059C,UBC5,Non essential
YDR061W,YDR061W,Non essential
YDR063W,AIM7,Non essential
YDR065W,RRG1,Non essential
YDR066C,RTR2,Non essential
YDR067C,OCA6,Non essential
YDR068W,DOS2,Non essential
YDR069C,DOA4,Non essential
YDR070C,FMP16,Non essential
YDR071C,PAA1,Non essential
YDR072C,IPT1,Non essential
YDR073W,SNF11,Non essential
YDR074W,TPS2,Non essential
YDR075W,PPH3,Non essential
YDR076W,RAD55,Non essential
YDR077W,SED1,Non essential
YDR078C,SHU2,Non essential
YDR079C-A,TFB5,Non essential
YDR079W,PET100,Non essential
YDR080W,VPS41,Non essential
YDR083W,RRP8,Non essential
YDR084C,TVP23,Non essential
YDR085C,AFR1,Non essential
YDR089W,YDR089W,Non essential
YDR090C,YDR090C,Non essential
YDR092W,UBC13,Non essential
YDR093W,DNF2,Non essential
YDR094W,YDR094W,Non essential
YDR095C,YDR095C,Non essential
YDR096W,GIS1,Non essential
YDR097C,MSH6,Non essential
YDR098C,GRX3,Non essential
YDR098C-A,YDR098C-A,Non essential
YDR098C-B,YDR098C-B,Non essential
YDR099W,BMH2,Non essential
YDR100W,TVP15,Non essential
YDR101C,ARX1,Non essential
YDR102C,YDR102C,Non essential
YDR103W,STE5,Non essential
YDR104C,SPO71,Non essential
YDR105C,TMS1,Non essential
YDR106W,ARP10,Non essential
YDR107C,TMN2,Non essential
YDR108W,TRS85,Non essential
YDR109C,YDR109C,Non essential
YDR110W,FOB1,Non essential
YDR111C,ALT2,Non essential
YDR112W,IRC2,Non essential
YDR114C,YDR114C,Non essential
YDR115W,YDR115W,Non essential
YDR116C,MRPL1,Non essential
YDR117C,TMA64,Non essential
YDR118W-A,YDR118W-A,Non essential
YDR119W,VBA4,Non essential
YDR119W-A,YDR119W-A,Non essential
YDR120C,TRM1,Non essential
YDR121W,DPB4,Non essential
YDR122W,KIN1,Non essential
YDR123C,INO2,Non essential
YDR124W,YDR124W,Non essential
YDR125C,ECM18,Non essential
YDR126W,SWF1,Non essential
YDR127W,ARO1,Non essential
YDR128W,MTC5,Non essential
YDR129C,SAC6,Non essential
YDR130C,FIN1,Non essential
YDR131C,YDR131C,Non essential
YDR132C,YDR132C,Non essential
YDR133C,YDR133C,Non essential
YDR135C,YCF1,Non essential
YDR136C,VPS61,Non essential
YDR137W,RGP1,Non essential
YDR138W,HPR1,Non essential
YDR139C,RUB1,Non essential
YDR140W,MTQ2,Non essential
YDR142C,PEX7,Non essential
YDR143C,SAN1,Non essential
YDR144C,MKC7,Non essential
YDR146C,SWI5,Non essential
YDR147W,EKI1,Non essential
YDR148C,KGD2,Non essential
YDR149C,YDR149C,Non essential
YDR150W,NUM1,Non essential
YDR151C,CTH1,Non essential
YDR152W,GIR2,Non essential
YDR153C,ENT5,Non essential
YDR154C,YDR154C,Non essential
YDR155C,CPR1,Non essential
YDR156W,RPA14,Non essential
YDR157W,YDR157W,Non essential
YDR158W,HOM2,Non essential
YDR159W,SAC3,Non essential
YDR161W,YDR161W,Non essential
YDR162C,NBP2,Non essential
YDR163W,CWC15,Non essential
YDR165W,TRM82,Non essential
YDR169C,STB3,Non essential
YDR169C-A,YDR169C-A,Non essential
YDR170W-A,YDR170W-A,Non essential
YDR171W,HSP42,Non essential
YDR173C,ARG82,Non essential
YDR174W,HMO1,Non essential
YDR175C,RSM24,Non essential
YDR176W,NGG1,Non essential
YDR178W,SDH4,Non essential
YDR179C,CSN9,Non essential
YDR179W-A,YDR179W-A,Non essential
YDR181C,SAS4,Non essential
YDR182W-A,YDR182W-A,Non essential
YDR183C-A,YDR183C-A,Non essential
YDR183W,PLP1,Non essential
YDR184C,ATC1,Non essential
YDR185C,UPS3,Non essential
YDR186C,YDR186C,Non essential
YDR191W,HST4,Non essential
YDR192C,NUP42,Non essential
YDR193W,YDR193W,Non essential
YDR194C,MSS116,Non essential
YDR194W-A,YDR194W-A,Non essential
YDR195W,REF2,Non essential
YDR197W,CBS2,Non essential
YDR198C,RKM2,Non essential
YDR199W,YDR199W,Non essential
YDR200C,VPS64,Non essential
YDR202C,RAV2,Non essential
YDR203W,YDR203W,Non essential
YDR204W,COQ4,Non essential
YDR205W,MSC2,Non essential
YDR206W,EBS1,Non essential
YDR207C,UME6,Non essential
YDR209C,YDR209C,Non essential
YDR210C-C,YDR210C-C,Non essential
YDR210C-D,YDR210C-D,Non essential
YDR210W,YDR210W,Non essential
YDR210W-A,YDR210W-A,Non essential
YDR210W-B,YDR210W-B,Non essential
YDR213W,UPC2,Non essential
YDR214W,AHA1,Non essential
YDR215C,YDR215C,Non essential
YDR216W,ADR1,Non essential
YDR217C,RAD9,Non essential
YDR218C,SPR28,Non essential
YDR219C,MFB1,Non essential
YDR220C,YDR220C,Non essential
YDR221W,GTB1,Non essential
YDR222W,YDR222W,Non essential
YDR223W,CRF1,Non essential
YDR225W,HTA1,Non essential
YDR226W,ADK1,Non essential
YDR227W,SIR4,Non essential
YDR229W,IVY1,Non essential
YDR230W,YDR230W,Non essential
YDR231C,COX20,Non essential
YDR233C,RTN1,Non essential
YDR234W,LYS4,Non essential
YDR237W,MRPL7,Non essential
YDR239C,YDR239C,Non essential
YDR241W,BUD26,Non essential
YDR242W,AMD2,Non essential
YDR244W,PEX5,Non essential
YDR245W,MNN10,Non essential
YDR246W-A,YDR246W-A,Non essential
YDR247W,VHS1,Non essential
YDR248C,YDR248C,Non essential
YDR249C,YDR249C,Non essential
YDR250C,YDR250C,Non essential
YDR251W,PAM1,Non essential
YDR252W,BTT1,Non essential
YDR253C,MET32,Non essential
YDR254W,CHL4,Non essential
YDR255C,RMD5,Non essential
YDR256C,CTA1,Non essential
YDR257C,RKM4,Non essential
YDR258C,HSP78,Non essential
YDR259C,YAP6,Non essential
YDR260C,SWM1,Non essential
YDR261C,EXG2,Non essential
YDR261C-C,YDR261C-C,Non essential
YDR261C-D,YDR261C-D,Non essential
YDR261W-A,YDR261W-A,Non essential
YDR261W-B,YDR261W-B,Non essential
YDR262W,YDR262W,Non essential
YDR263C,DIN7,Non essential
YDR264C,AKR1,Non essential
YDR265W,PEX10,Non essential
YDR266C,YDR266C,Non essential
YDR268W,MSW1,Non essential
YDR269C,YDR269C,Non essential
YDR270W,CCC2,Non essential
YDR271C,YDR271C,Non essential
YDR272W,GLO2,Non essential
YDR273W,DON1,Non essential
YDR274C,YDR274C,Non essential
YDR275W,BSC2,Non essential
YDR276C,PMP3,Non essential
YDR277C,MTH1,Non essential
YDR278C,YDR278C,Non essential
YDR279W,RNH202,Non essential
YDR281C,PHM6,Non essential
YDR282C,YDR282C,Non essential
YDR283C,GCN2,Non essential
YDR284C,DPP1,Non essential
YDR285W,ZIP1,Non essential
YDR286C,YDR286C,Non essential
YDR287W,INM2,Non essential
YDR289C,RTT103,Non essential
YDR290W,YDR290W,Non essential
YDR291W,HRQ1,Non essential
YDR293C,SSD1,Non essential
YDR294C,DPL1,Non essential
YDR295C,HDA2,Non essential
YDR296W,MHR1,Non essential
YDR297W,SUR2,Non essential
YDR298C,ATP5,Non essential
YDR300C,PRO1,Non essential
YDR304C,CPR5,Non essential
YDR305C,HNT2,Non essential
YDR306C,YDR306C,Non essential
YDR307W,YDR307W,Non essential
YDR309C,GIC2,Non essential
YDR310C,SUM1,Non essential
YDR312W,SSF2,Non essential
YDR313C,PIB1,Non essential
YDR314C,RAD34,Non essential
YDR315C,IPK1,Non essential
YDR316W,OMS1,Non essential
YDR316W-A,YDR316W-A,Non essential
YDR316W-B,YDR316W-B,Non essential
YDR317W,HIM1,Non essential
YDR318W,MCM21,Non essential
YDR319C,YDR319C,Non essential
YDR320C,SWA2,Non essential
YDR320C-A,DAD4,Non essential
YDR320W-B,YDR320W-B,Non essential
YDR321W,ASP1,Non essential
YDR322C-A,TIM11,Non essential
YDR322W,MRPL35,Non essential
YDR323C,PEP7,Non essential
YDR326C,YSP2,Non essential
YDR329C,PEX3,Non essential
YDR330W,UBX5,Non essential
YDR332W,IRC3,Non essential
YDR333C,YDR333C,Non essential
YDR334W,SWR1,Non essential
YDR335W,MSN5,Non essential
YDR336W,YDR336W,Non essential
YDR337W,MRPS28,Non essential
YDR338C,YDR338C,Non essential
YDR340W,YDR340W,Non essential
YDR342C,HXT7,Non essential
YDR343C,HXT6,Non essential
YDR344C,YDR344C,Non essential
YDR345C,HXT3,Non essential
YDR346C,SVF1,Non essential
YDR347W,MRP1,Non essential
YDR348C,YDR348C,Non essential
YDR349C,YPS7,Non essential
YDR350C,ATP22,Non essential
YDR351W,SBE2,Non essential
YDR352W,YDR352W,Non essential
YDR354C-A,YDR354C-A,Non essential
YDR354W,TRP4,Non essential
YDR357C,CNL1,Non essential
YDR358W,GGA1,Non essential
YDR359C,EAF1,Non essential
YDR360W,OPI7,Non essential
YDR363W,ESC2,Non essential
YDR363W-A,SEM1,Non essential
YDR364C,CDC40,Non essential
YDR365W-A,YDR365W-A,Non essential
YDR365W-B,YDR365W-B,Non essential
YDR366C,YDR366C,Non essential
YDR368W,YPR1,Non essential
YDR369C,XRS2,Non essential
YDR370C,YDR370C,Non essential
YDR371C-A,YDR371C-A,Non essential
YDR371W,CTS2,Non essential
YDR372C,VPS74,Non essential
YDR374C,YDR374C,Non essential
YDR374W-A,YDR374W-A,Non essential
YDR375C,BCS1,Non essential
YDR377W,ATP17,Non essential
YDR378C,LSM6,Non essential
YDR379C-A,YDR379C-A,Non essential
YDR379W,RGA2,Non essential
YDR380W,ARO10,Non essential
YDR381C-A,YDR381C-A,Non essential
YDR382W,RPP2B,Non essential
YDR383C,NKP1,Non essential
YDR384C,ATO3,Non essential
YDR385W,EFT2,Non essential
YDR386W,MUS81,Non essential
YDR387C,YDR387C,Non essential
YDR388W,RVS167,Non essential
YDR389W,SAC7,Non essential
YDR391C,YDR391C,Non essential
YDR392W,SPT3,Non essential
YDR393W,SHE9,Non essential
YDR395W,SXM1,Non essential
YDR399W,HPT1,Non essential
YDR400W,URH1,Non essential
YDR401W,YDR401W,Non essential
YDR402C,DIT2,Non essential
YDR403W,DIT1,Non essential
YDR405W,MRP20,Non essential
YDR406W,PDR15,Non essential
YDR406W-A,YDR406W-A,Non essential
YDR408C,ADE8,Non essential
YDR409W,SIZ1,Non essential
YDR410C,STE14,Non essential
YDR411C,DFM1,Non essential
YDR414C,ERD1,Non essential
YDR415C,YDR415C,Non essential
YDR417C,YDR417C,Non essential
YDR418W,RPL12B,Non essential
YDR419W,RAD30,Non essential
YDR420W,HKR1,Non essential
YDR421W,ARO80,Non essential
YDR422C,SIP1,Non essential
YDR423C,CAD1,Non essential
YDR424C,DYN2,Non essential
YDR425W,SNX41,Non essential
YDR426C,YDR426C,Non essential
YDR428C,BNA7,Non essential
YDR430C,CYM1,Non essential
YDR431W,YDR431W,Non essential
YDR432W,NPL3,Non essential
YDR433W,YDR433W,Non essential
YDR435C,PPM1,Non essential
YDR436W,PPZ2,Non essential
YDR438W,THI74,Non essential
YDR439W,LRS4,Non essential
YDR440W,DOT1,Non essential
YDR441C,APT2,Non essential
YDR442W,YDR442W,Non essential
YDR443C,SSN2,Non essential
YDR444W,YDR444W,Non essential
YDR445C,YDR445C,Non essential
YDR446W,ECM11,Non essential
YDR447C,RPS17B,Non essential
YDR448W,ADA2,Non essential
YDR450W,RPS18A,Non essential
YDR451C,YHP1,Non essential
YDR452W,PPN1,Non essential
YDR453C,TSA2,Non essential
YDR455C,YDR455C,Non essential
YDR456W,NHX1,Non essential
YDR457W,TOM1,Non essential
YDR458C,HEH2,Non essential
YDR459C,PFA5,Non essential
YDR461C-A,YDR461C-A,Non essential
YDR461W,MFA1,Non essential
YDR462W,MRPL28,Non essential
YDR463W,STP1,Non essential
YDR464C-A,YDR464C-A,Non essential
YDR465C,RMT2,Non essential
YDR466W,PKH3,Non essential
YDR467C,YDR467C,Non essential
YDR469W,SDC1,Non essential
YDR470C,UGO1,Non essential
YDR471W,RPL27B,Non essential
YDR476C,YDR476C,Non essential
YDR477W,SNF1,Non essential
YDR479C,PEX29,Non essential
YDR480W,DIG2,Non essential
YDR481C,PHO8,Non essential
YDR482C,CWC21,Non essential
YDR484W,VPS52,Non essential
YDR485C,VPS72,Non essential
YDR486C,VPS60,Non essential
YDR488C,PAC11,Non essential
YDR490C,PKH1,Non essential
YDR491C,YDR491C,Non essential
YDR492W,IZH1,Non essential
YDR493W,MZM1,Non essential
YDR494W,RSM28,Non essential
YDR495C,VPS3,Non essential
YDR496C,PUF6,Non essential
YDR497C,ITR1,Non essential
YDR498C,SEC20,Non essential
YDR500C,RPL37B,Non essential
YDR501W,PLM2,Non essential
YDR502C,SAM2,Non essential
YDR503C,LPP1,Non essential
YDR504C,SPG3,Non essential
YDR505C,PSP1,Non essential
YDR506C,YDR506C,Non essential
YDR507C,GIN4,Non essential
YDR508C,GNP1,Non essential
YDR509W,YDR509W,Non essential
YDR510C-A,YDR510C-A,Non essential
YDR511W,ACN9,Non essential
YDR512C,EMI1,Non essential
YDR513W,GRX2,Non essential
YDR514C,YDR514C,Non essential
YDR515W,SLF1,Non essential
YDR516C,EMI2,Non essential
YDR517W,GRH1,Non essential
YDR518W,EUG1,Non essential
YDR519W,FPR2,Non essential
YDR520C,URC2,Non essential
YDR522C,SPS2,Non essential
YDR523C,SPS1,Non essential
YDR524C,AGE1,Non essential
YDR524C-A,YDR524C-A,Non essential
YDR524C-B,YDR524C-B,Non essential
YDR524W-C,YDR524W-C,Non essential
YDR525W,API2,Non essential
YDR525W-A,SNA2,Non essential
YDR526C,YDR526C,Non essential
YDR528W,HLR1,Non essential
YDR529C,QCR7,Non essential
YDR530C,APA2,Non essential
YDR531W,CAB1,Non essential
YDR532C,KRE28,Non essential
YDR533C,HSP31,Non essential
YDR534C,FIT1,Non essential
YDR535C,YDR535C,Non essential
YDR536W,STL1,Non essential
YDR537C,YDR537C,Non essential
YDR538W,PAD1,Non essential
YDR539W,FDC1,Non essential
YDR540C,IRC4,Non essential
YDR541C,YDR541C,Non essential
YDR542W,PAU10,Non essential
YDR543C,YDR543C,Non essential
YDR544C,YDR544C,Non essential
YDR545C-A,YDR545C-A,Non essential
YDR545W,YRF1-1,Non essential
YEL001C,IRC22,Non essential
YEL003W,GIM4,Non essential
YEL004W,YEA4,Non essential
YEL005C,VAB2,Non essential
YEL006W,YEA6,Non essential
YEL007W,MIT1,Non essential
YEL008C-A,YEL008C-A,Non essential
YEL008W,YEL008W,Non essential
YEL009C,GCN4,Non essential
YEL009C-A,YEL009C-A,Non essential
YEL010W,YEL010W,Non essential
YEL011W,GLC3,Non essential
YEL012W,UBC8,Non essential
YEL013W,VAC8,Non essential
YEL014C,YEL014C,Non essential
YEL015W,EDC3,Non essential
YEL016C,NPP2,Non essential
YEL017C-A,PMP2,Non essential
YEL017W,GTT3,Non essential
YEL018C-A,YEL018C-A,Non essential
YEL018W,EAF5,Non essential
YEL020C,YEL020C,Non essential
YEL020C-B,YEL020C-B,Non essential
YEL020W-A,TIM9,Non essential
YEL021W,URA3,Non essential
YEL022W,GEA2,Non essential
YEL023C,YEL023C,Non essential
YEL024W,RIP1,Non essential
YEL025C,YEL025C,Non essential
YEL027W,VMA3,Non essential
YEL028W,YEL028W,Non essential
YEL029C,BUD16,Non essential
YEL030C-A,YEL030C-A,Non essential
YEL030W,ECM10,Non essential
YEL031W,SPF1,Non essential
YEL032C-A,YEL032C-A,Non essential
YEL033W,MTC7,Non essential
YEL034C-A,YEL034C-A,Non essential
YEL036C,ANP1,Non essential
YEL037C,RAD23,Non essential
YEL038W,UTR4,Non essential
YEL039C,CYC7,Non essential
YEL040W,UTR2,Non essential
YEL041W,YEF1,Non essential
YEL042W,GDA1,Non essential
YEL043W,YEL043W,Non essential
YEL044W,IES6,Non essential
YEL045C,YEL045C,Non essential
YEL046C,GLY1,Non essential
YEL047C,YEL047C,Non essential
YEL048C,TCA17,Non essential
YEL049W,PAU2,Non essential
YEL050C,RML2,Non essential
YEL050W-A,YEL050W-A,Non essential
YEL051W,VMA8,Non essential
YEL052W,AFG1,Non essential
YEL053C,MAK10,Non essential
YEL053W-A,YEL053W-A,Non essential
YEL054C,RPL12A,Non essential
YEL056W,HAT2,Non essential
YEL057C,YEL057C,Non essential
YEL059C-A,SOM1,Non essential
YEL059W,HHY1,Non essential
YEL060C,PRB1,Non essential
YEL061C,CIN8,Non essential
YEL062W,NPR2,Non essential
YEL063C,CAN1,Non essential
YEL064C,AVT2,Non essential
YEL065W,SIT1,Non essential
YEL066W,HPA3,Non essential
YEL067C,YEL067C,Non essential
YEL068C,YEL068C,Non essential
YEL069C,HXT13,Non essential
YEL070W,DSF1,Non essential
YEL071W,DLD3,Non essential
YEL072W,RMD6,Non essential
YEL073C,YEL073C,Non essential
YEL074W,YEL074W,Non essential
YEL075C,YEL075C,Non essential
YEL075W-A,YEL075W-A,Non essential
YEL076C,YEL076C,Non essential
YEL076C-A,YEL076C-A,Non essential
YEL077C,YEL077C,Non essential
YEL077W-A,YEL077W-A,Non essential
YER001W,MNN1,Non essential
YER002W,NOP16,Non essential
YER004W,FMP52,Non essential
YER005W,YND1,Non essential
YER006C-A,YER006C-A,Non essential
YER007C-A,TMA20,Non essential
YER007W,PAC2,Non essential
YER010C,YER010C,Non essential
YER011W,TIR1,Non essential
YER014C-A,BUD25,Non essential
YER015W,FAA2,Non essential
YER016W,BIM1,Non essential
YER017C,AFG3,Non essential
YER019C-A,SBH2,Non essential
YER019W,ISC1,Non essential
YER020W,GPA2,Non essential
YER023C-A,YER023C-A,Non essential
YER024W,YAT2,Non essential
YER026C,CHO1,Non essential
YER027C,GAL83,Non essential
YER028C,MIG3,Non essential
YER029C,SMB1,Non essential
YER030W,CHZ1,Non essential
YER031C,YPT31,Non essential
YER032W,FIR1,Non essential
YER033C,ZRG8,Non essential
YER034W,YER034W,Non essential
YER035W,EDC2,Non essential
YER037W,PHM8,Non essential
YER038W-A,YER038W-A,Non essential
YER039C,HVG1,Non essential
YER039C-A,YER039C-A,Non essential
YER040W,GLN3,Non essential
YER041W,YEN1,Non essential
YER042W,MXR1,Non essential
YER044C,ERG28,Non essential
YER044C-A,MEI4,Non essential
YER045C,ACA1,Non essential
YER046W,SPO73,Non essential
YER046W-A,YER046W-A,Non essential
YER047C,SAP1,Non essential
YER048C,CAJ1,Non essential
YER049W,TPA1,Non essential
YER050C,RSM18,Non essential
YER051W,JHD1,Non essential
YER052C,HOM3,Non essential
YER053C,PIC2,Non essential
YER053C-A,YER053C-A,Non essential
YER054C,GIP2,Non essential
YER055C,HIS1,Non essential
YER056C,FCY2,Non essential
YER056C-A,RPL34A,Non essential
YER057C,HMF1,Non essential
YER058W,PET117,Non essential
YER059W,PCL6,Non essential
YER060W,FCY21,Non essential
YER060W-A,FCY22,Non essential
YER061C,CEM1,Non essential
YER062C,HOR2,Non essential
YER063W,THO1,Non essential
YER064C,YER064C,Non essential
YER065C,ICL1,Non essential
YER066C-A,YER066C-A,Non essential
YER066W,RRT13,Non essential
YER067C-A,YER067C-A,Non essential
YER067W,RGI1,Non essential
YER068C-A,YER068C-A,Non essential
YER068W,MOT2,Non essential
YER069W,"ARG5,6",Non essential
YER070W,RNR1,Non essential
YER071C,TDA2,Non essential
YER072W,VTC1,Non essential
YER073W,ALD5,Non essential
YER074W,RPS24A,Non essential
YER074W-A,YOS1,Non essential
YER075C,PTP3,Non essential
YER076C,YER076C,Non essential
YER076W-A,YER076W-A,Non essential
YER077C,YER077C,Non essential
YER078C,ICP55,Non essential
YER078W-A,YER078W-A,Non essential
YER079C-A,YER079C-A,Non essential
YER079W,YER079W,Non essential
YER080W,AIM9,Non essential
YER081W,SER3,Non essential
YER083C,GET2,Non essential
YER084W,YER084W,Non essential
YER084W-A,YER084W-A,Non essential
YER085C,YER085C,Non essential
YER086W,ILV1,Non essential
YER087C-A,YER087C-A,Non essential
YER087C-B,SBH1,Non essential
YER087W,AIM10,Non essential
YER088C,DOT6,Non essential
YER088C-A,YER088C-A,Non essential
YER088W-B,YER088W-B,Non essential
YER089C,PTC2,Non essential
YER090C-A,YER090C-A,Non essential
YER090W,TRP2,Non essential
YER091C,MET6,Non essential
YER091C-A,YER091C-A,Non essential
YER092W,IES5,Non essential
YER093C-A,AIM11,Non essential
YER095W,RAD51,Non essential
YER096W,SHC1,Non essential
YER097W,YER097W,Non essential
YER098W,UBP9,Non essential
YER099C,PRS2,Non essential
YER100W,UBC6,Non essential
YER101C,AST2,Non essential
YER102W,RPS8B,Non essential
YER103W,SSA4,Non essential
YER105C,NUP157,Non essential
YER106W,MAM1,Non essential
YER107W-A,YER107W-A,Non essential
YER109C,FLO8,Non essential
YER110C,KAP123,Non essential
